Player
Djed Spence
Jens Stage
Josip Stanišić
Jay Stansfield
Carl Starfelt
Niklas Stark
Lucas Stassin
Orri Steinn Óskarsson
Pascal Stenzel
Jack Stephens
Leonidas Stergiou
Finley Stevens
Ross Stewart
Angelo Stiller
Kevin Stöger
Petar Stojanović
Jørgen Strand Larsen
Cristhian Stuani
Álex Suárez
Denis Suárez
Gabriel Suazo
Luka Sučić
Niklas Süle
Ibrahim Sulemana
Mattias Svanberg
Marin Šverko
Michael Svoboda
Abakar Sylla
Issiaga Sylla
Dominik Szoboszlai
Alexander Sørloth
Haris Tabakovic
Nicolás Tagliafico
Jonathan Tah
Edmond Tapsoba
Florian Tardieu
Mehdi Taremi
Matt Targett
Oussama Targhalline
James Tarkowski
César Tárrega
Nuno Tavares
Charlie Taylor
Jack Taylor
Enzo Tchato
Mathys Tel
Nahuel Tenaglia
Casper Tengstedt
Tanner Tessmann
Kenny Tete
Teddy Teuma
Jordan Teze
Arthur Theate
Norman Theuerkauf
Malick Thiaw
Denis Thomalla
Luke Thomas
Adrien Thomasson
Khéphren Thuram
Marcus Thuram
Cheikh Tidiane Niasse
Youri Tielemans
Phillip Tietz
Jurriën Timber
Jean-Clair Todibo
Harry Toffolo
Corentin Tolisso
Rafael Tolói
Takehiro Tomiyasu
Fikayo Tomori
Sandro Tonali
Luka Topalović
David Torres
Pau Torres
Lucas Torró
Lorenzo Tosto
Abdoulaye Touré
Ousmane Toure
Souleymane Touré
Lucas Tousart
Conor Townsend
Boubacar Traoré
Hamari Traoré
Omar Traoré
Óscar Trejo
Ryan Trevitt
Kieran Trippier
Leandro Trossard
Kostas Tsimikas
Axel Tuanzebe
Beñat Turrientes
Destiny Udogie
Manuel Ugarte Ribeiro
Lesley Ugochukwu
Lukas Ullrich
Dayot Upamecano
Kacper Urbanski
Lautaro Valenti
Óscar Valentín
Nicolás Valentini
Germán Valera
Emanuele Valeri
Martin Valjent
Álex Valle
Jesús Vallejo
Mattia Valoti
Ignace Van Der Brempt
Virgil van Dijk
Vanderson
Jamie Vardy
Johan Vásquez
Denis Vavro
José Luis García Vayá
Robinio Vaz
Jesus Vazquez
Lucas Vázquez
Matías Vecino
Danilo Veiga
Alejo Véliz
Miloš Veljković
Joël Veltman
Micky van de Ven
Jordan Veretout
Arthur Vermeeren
Mikel Vesga
Jannik Vestergaard
Ben Viadere
Pau Victor
Nacho Vidal
Gabriel Vidovic
Sergio Viera
Samuele Vignato
Asier Villalibre
Viti
Mattia Viti
Daniel Vivian
Dušan Vlahović
Alessandro Vogliacco
Kevin Vogt
Mërgim Vojvoda
Aster Vranckx
Stefan de Vrij
Robert Wagner
Elye Wahi
Hauke Wahl
Kyle Walker
Kyle Walker-Peters
Sebastian Walukiewicz
Aaron Wan-Bissaka
Joel Ward
James Ward-Prowse
Kjell-Arik Wätjen
Ollie Watkins
Adam Webster
Julian Weigl
Danny Welbeck
Welington
Adam Wharton
Ben White
Silvan Widmer
Mateusz Wieteska
Iñaki Williams
Neco Williams
Nico Williams
Callum Wilson
Harry Winks
Yoane Wissa
Axel Witsel
Maximilian Wittek
Marius Wolf
Chris Wood
Nathan Wood-Gordon
Christopher Wooh
Luke Woolfenden
Granit Xhaka
Lamine Yamal
Daniel Yáñez
Yehor Yarmoliuk
Ryan Yates
Bertuğ Yıldırım
Leny Yoro
Ashley Young
Etienne Youte Kinkoue
Illia Zabarnyi
Mattia Zaccagni
Wilfried Zaha
Miha Zajc
Denis Zakaria
Andre-Frank Zambo Anguissa
Francesco Zampano
Nicolò Zaniolo
Duván Zapata
Gabriele Zappa
Davide Zappacosta
Oier Zarraga
David Zec
Jordan Zemura
Alessio Zerbin
Kevin Zeroli
Cedric Zesiger
Nathan Zeze
Piotr Zieliński
Budu Zivzivadze
Luck Zogbé
Aristide Zossou
Igor Zubeldia
Martín Zubimendi
Edhy Zuliani
Szymon Żurkowski
Martin Ødegaard
Milan Đurić
